accuracy,avg_valid_rank,rank,avg_valid_len,len
0.5209,1.9633,-1,7.7278,2
0.5210,1.9622,0,7.7251,3
0.5212,1.9611,0,7.7230,4
0.5213,1.9600,0,7.7214,5
0.5212,1.9600,-1,7.7214,6
0.5213,1.9588,0,7.7210,7
0.5212,1.9588,-1,7.7210,8
0.5213,1.9594,3,7.7217,9
0.5211,1.9594,-1,7.7217,10
0.5213,1.9629,8,7.7236,11
0.5214,1.9618,0,7.7260,12
0.5213,1.9618,-1,7.7260,13
0.5211,1.9618,-1,7.7260,14
0.5210,1.9618,-1,7.7260,15
0.5211,1.9606,0,7.7307,16
0.5210,1.9606,-1,7.7307,17
0.5211,1.9595,0,7.7366,18
0.5212,1.9601,3,7.7430,19
0.5214,1.9607,3,7.7392,1
0.5212,1.9607,-1,7.7392,2
0.5211,1.9607,-1,7.7392,3
0.5212,1.9596,0,7.7371,4
0.5214,1.9602,3,7.7355,5
0.5215,1.9596,1,7.7345,6
0.5213,1.9596,-1,7.7345,7
0.5215,1.9597,2,7.7347,8
0.5213,1.9597,-1,7.7347,1
0.5215,1.9585,0,7.7314,2
0.5216,1.9574,0,7.7287,3
0.5218,1.9563,0,7.7266,4
0.5219,1.9552,0,7.7251,5
0.5220,1.9547,1,7.7241,6
0.5222,1.9536,0,7.7237,7
0.5220,1.9536,-1,7.7237,8
0.5222,1.9564,7,7.7244,9
0.5223,1.9587,6,7.7257,10
0.5224,1.9576,0,7.7219,1
0.5223,1.9576,-1,7.7219,2
0.5224,1.9576,2,7.7192,3
0.5223,1.9576,-1,7.7192,4
0.5224,1.9582,3,7.7177,5
0.5226,1.9571,0,7.7167,6
0.5227,1.9560,0,7.7163,7
0.5228,1.9549,0,7.7165,8
0.5227,1.9549,-1,7.7165,9
0.5228,1.9538,0,7.7177,10
0.5230,1.9527,0,7.7196,11
0.5231,1.9522,1,7.7220,12
0.5232,1.9516,1,7.7250,13
0.5231,1.9516,-1,7.7250,14
0.5232,1.9505,0,7.7291,15
0.5234,1.9500,1,7.7337,16
0.5235,1.9489,0,7.7389,17
0.5237,1.9478,0,7.7447,18
0.5238,1.9473,1,7.7510,19
0.5239,1.9479,3,7.7578,20
0.5241,1.9468,0,7.7653,21
0.5242,1.9474,3,7.7732,22
0.5244,1.9463,0,7.7818,23
0.5245,1.9491,7,7.7908,24
0.5246,1.9480,0,7.8004,25
0.5245,1.9480,-1,7.8004,26
0.5243,1.9480,-1,7.8004,27
0.5242,1.9480,-1,7.8004,28
0.5240,1.9480,-1,7.8004,29
0.5242,1.9486,3,7.8128,30
0.5243,1.9514,7,7.8258,31
0.5244,1.9520,3,7.8393,32
0.5246,1.9532,4,7.8533,33
0.5247,1.9521,0,7.8679,34
0.5249,1.9549,7,7.8830,35
0.5250,1.9538,0,7.8987,36
0.5248,1.9538,-1,7.8987,1
0.5247,1.9538,-1,7.8987,2
0.5248,1.9560,6,7.8959,3
0.5250,1.9561,2,7.8938,4
0.5251,1.9555,1,7.8922,5
0.5249,1.9555,-1,7.8922,1
0.5251,1.9544,0,7.8889,2
0.5252,1.9539,1,7.8862,3
0.5251,1.9539,-1,7.8862,4
0.5252,1.9528,0,7.8846,5
0.5253,1.9545,5,7.8835,6
0.5255,1.9534,0,7.8830,7
0.5253,1.9534,-1,7.8830,8
0.5255,1.9540,3,7.8837,9
0.5253,1.9540,-1,7.8837,10
0.5255,1.9535,1,7.8854,11
0.5253,1.9535,-1,7.8854,12
0.5252,1.9535,-1,7.8854,13
0.5250,1.9535,-1,7.8854,14
0.5251,1.9530,1,7.8893,15
0.5253,1.9519,0,7.8938,16
0.5251,1.9519,-1,7.8938,17
0.5253,1.9514,1,7.8994,18
0.5254,1.9503,0,7.9055,19
0.5252,1.9503,-1,7.9055,20
0.5251,1.9503,-1,7.9055,1
0.5249,1.9503,-1,7.9055,2
0.5248,1.9503,-1,7.9055,3
0.5249,1.9492,0,7.9034,4
0.5251,1.9481,0,7.9018,5
0.5249,1.9481,-1,7.9018,6
0.5251,1.9498,5,7.9013,7
0.5249,1.9498,-1,7.9013,8
0.5247,1.9498,-1,7.9013,9
0.5249,1.9487,0,7.9024,10
0.5247,1.9487,-1,7.9024,11
0.5249,1.9477,0,7.9047,12
0.5247,1.9477,-1,7.9047,13
0.5246,1.9477,-1,7.9047,14
0.5244,1.9477,-1,7.9047,15
0.5243,1.9477,-1,7.9047,16
0.5241,1.9477,-1,7.9047,17
0.5242,1.9510,8,7.9102,18
0.5241,1.9510,-1,7.9102,19
0.5242,1.9510,2,7.9169,20
0.5241,1.9510,-1,7.9169,21
0.5242,1.9510,2,7.9246,22
0.5244,1.9544,8,7.9329,23
0.5245,1.9571,7,7.9291,1
0.5243,1.9571,-1,7.9291,2
0.5242,1.9571,-1,7.9291,3
0.5243,1.9561,0,7.9270,4
0.5245,1.9550,0,7.9254,5
0.5246,1.9539,0,7.9243,6
0.5245,1.9539,-1,7.9243,7
0.5246,1.9539,2,7.9243,8
0.5244,1.9539,-1,7.9243,9
0.5246,1.9562,6,7.9205,1
0.5244,1.9562,-1,7.9205,2
0.5243,1.9562,-1,7.9205,3
0.5244,1.9551,0,7.9184,4
0.5243,1.9551,-1,7.9184,5
0.5244,1.9540,0,7.9174,6
0.5245,1.9535,1,7.9168,7
0.5247,1.9541,3,7.9169,8
0.5248,1.9568,7,7.9175,9
0.5247,1.9568,-1,7.9175,10
0.5248,1.9558,0,7.9192,11
0.5246,1.9558,-1,7.9192,12
0.5245,1.9558,-1,7.9192,13
0.5243,1.9558,-1,7.9192,1
0.5245,1.9547,0,7.9159,2
0.5243,1.9547,-1,7.9159,3
0.5245,1.9542,1,7.9138,4
0.5246,1.9531,0,7.9122,5
0.5244,1.9531,-1,7.9122,6
0.5246,1.9526,1,7.9117,7
0.5244,1.9526,-1,7.9117,8
0.5246,1.9515,0,7.9123,9
0.5247,1.9510,1,7.9134,10
0.5248,1.9521,4,7.9151,11
0.5250,1.9543,6,7.9173,12
0.5248,1.9543,-1,7.9173,1
0.5247,1.9543,-1,7.9173,2
0.5248,1.9538,1,7.9147,3
0.5250,1.9533,1,7.9125,4
0.5251,1.9522,0,7.9110,5
0.5249,1.9522,-1,7.9110,6
0.5248,1.9522,-1,7.9110,7
0.5249,1.9512,0,7.9110,8
0.5251,1.9501,0,7.9116,9
0.5249,1.9501,-1,7.9116,10
0.5248,1.9501,-1,7.9116,11
0.5249,1.9491,0,7.9138,12
0.5250,1.9480,0,7.9166,13
0.5249,1.9480,-1,7.9166,14
0.5250,1.9469,0,7.9204,15
0.5249,1.9469,-1,7.9204,16
0.5247,1.9469,-1,7.9204,17
0.5246,1.9469,-1,7.9204,1
0.5247,1.9459,0,7.9172,2
0.5248,1.9448,0,7.9145,3
0.5250,1.9449,2,7.9124,4
0.5251,1.9444,1,7.9109,5
0.5252,1.9449,3,7.9098,6
0.5254,1.9460,4,7.9093,7
0.5255,1.9471,4,7.9094,8
0.5256,1.9477,3,7.9100,9
0.5258,1.9472,1,7.9111,10
0.5259,1.9478,3,7.9128,11
0.5260,1.9467,0,7.9150,12
0.5262,1.9484,5,7.9112,1
0.5263,1.9511,7,7.9081,2
0.5264,1.9511,2,7.9054,3
0.5266,1.9522,4,7.9033,4
0.5264,1.9522,-1,7.9033,5
0.5266,1.9512,0,7.9023,6
0.5267,1.9501,0,7.8986,1
0.5268,1.9491,0,7.8954,2
0.5267,1.9491,-1,7.8954,3
0.5265,1.9491,-1,7.8954,4
0.5267,1.9502,4,7.8939,5
0.5268,1.9513,4,7.8929,6
0.5269,1.9502,0,7.8924,7
0.5271,1.9492,0,7.8925,8
0.5269,1.9492,-1,7.8925,9
0.5271,1.9508,5,7.8936,10
0.5269,1.9508,-1,7.8936,11
0.5270,1.9503,1,7.8958,12
0.5272,1.9530,7,7.8985,13
0.5273,1.9525,1,7.9018,14
0.5272,1.9525,-1,7.9018,1
0.5273,1.9514,0,7.8986,2
0.5274,1.9541,7,7.8960,3
0.5276,1.9536,1,7.8939,4
0.5274,1.9536,-1,7.8939,5
0.5275,1.9526,0,7.8929,6
0.5277,1.9515,0,7.8924,7
0.5275,1.9515,-1,7.8924,8
0.5277,1.9505,0,7.8930,9
0.5278,1.9495,0,7.8941,10
0.5276,1.9495,-1,7.8941,11
0.5278,1.9495,2,7.8963,12
0.5279,1.9501,3,7.8990,13
0.5278,1.9501,-1,7.8990,14
0.5276,1.9501,-1,7.8990,15
0.5275,1.9501,-1,7.8990,16
0.5273,1.9501,-1,7.8990,17
0.5272,1.9501,-1,7.8990,18
0.5273,1.9495,1,7.9049,19
0.5274,1.9485,0,7.9114,20
0.5276,1.9485,2,7.9183,21
0.5274,1.9485,-1,7.9183,1
0.5276,1.9491,3,7.9152,2
0.5277,1.9518,7,7.9126,3
0.5278,1.9507,0,7.9105,4
0.5279,1.9497,0,7.9089,5
0.5278,1.9497,-1,7.9089,6
0.5279,1.9513,5,7.9085,7
0.5278,1.9513,-1,7.9085,8
0.5276,1.9513,-1,7.9085,9
0.5275,1.9513,-1,7.9085,1
0.5273,1.9513,-1,7.9085,2
0.5275,1.9503,0,7.9059,3
0.5276,1.9493,0,7.9038,4
0.5277,1.9482,0,7.9023,5
0.5276,1.9482,-1,7.9023,6
0.5277,1.9472,0,7.9018,7
0.5276,1.9472,-1,7.9018,8
0.5277,1.9478,3,7.9024,9
0.5276,1.9478,-1,7.9024,10
0.5277,1.9509,8,7.9040,11
0.5278,1.9499,0,7.9062,12
0.5277,1.9499,-1,7.9062,13
0.5275,1.9499,-1,7.9062,14
0.5274,1.9499,-1,7.9062,15
0.5275,1.9489,0,7.9104,16
0.5274,1.9489,-1,7.9104,17
0.5275,1.9479,0,7.9157,18
0.5276,1.9484,3,7.9216,19
0.5275,1.9484,-1,7.9216,1
0.5276,1.9511,7,7.9185,2
0.5275,1.9511,-1,7.9185,3
0.5276,1.9506,1,7.9164,4
0.5277,1.9496,0,7.9149,5
0.5279,1.9501,3,7.9112,1
0.5280,1.9501,2,7.9081,2
0.5281,1.9502,2,7.9056,3
0.5280,1.9502,-1,7.9056,4
0.5281,1.9491,0,7.9040,5
0.5280,1.9491,-1,7.9040,6
0.5281,1.9518,7,7.9036,7
0.5282,1.9508,0,7.9036,8
0.5281,1.9508,-1,7.9036,9
0.5279,1.9508,-1,7.9036,10
0.5278,1.9508,-1,7.9036,11
0.5279,1.9508,2,7.9058,12
0.5280,1.9498,0,7.9084,13
0.5279,1.9498,-1,7.9084,14
0.5280,1.9493,1,7.9121,15
0.5282,1.9524,8,7.9164,16
0.5283,1.9519,1,7.9211,17
0.5284,1.9509,0,7.9264,18
0.5283,1.9509,-1,7.9264,19
0.5281,1.9509,-1,7.9264,20
0.5280,1.9509,-1,7.9264,1
0.5281,1.9499,0,7.9233,2
0.5280,1.9499,-1,7.9233,3
0.5281,1.9489,0,7.9212,4
0.5282,1.9489,2,7.9197,5
0.5281,1.9489,-1,7.9197,6
0.5279,1.9489,-1,7.9197,7
0.5281,1.9510,6,7.9197,8
0.5282,1.9500,0,7.9203,9
0.5281,1.9500,-1,7.9203,1
0.5279,1.9500,-1,7.9203,2
0.5280,1.9521,6,7.9178,3
0.5282,1.9511,0,7.9157,4
0.5283,1.9501,0,7.9142,5
0.5284,1.9491,0,7.9132,6
0.5286,1.9491,2,7.9127,7
0.5287,1.9481,0,7.9091,1
0.5288,1.9517,9,7.9061,2
0.5289,1.9512,1,7.9035,3
0.5291,1.9502,0,7.9015,4
0.5292,1.9497,1,7.9000,5
0.5293,1.9529,8,7.8990,6
0.5292,1.9529,-1,7.8990,7
0.5293,1.9550,6,7.8991,8
0.5294,1.9540,0,7.8996,9
0.5296,1.9545,3,7.9007,10
0.5297,1.9540,1,7.9023,11
0.5296,1.9540,-1,7.9023,12
0.5297,1.9535,1,7.9050,13
0.5295,1.9535,-1,7.9050,14
0.5297,1.9535,2,7.9086,15
0.5298,1.9525,0,7.9128,16
0.5299,1.9526,2,7.9175,17
0.5298,1.9526,-1,7.9175,1
0.5296,1.9526,-1,7.9175,2
0.5298,1.9515,0,7.9149,3
0.5299,1.9526,4,7.9129,4
0.5300,1.9542,5,7.9114,5
0.5299,1.9542,-1,7.9114,6
0.5297,1.9542,-1,7.9114,7
0.5299,1.9532,0,7.9115,8
0.5297,1.9532,-1,7.9115,9
0.5296,1.9532,-1,7.9115,10
0.5297,1.9527,1,7.9131,11
0.5296,1.9527,-1,7.9131,12
0.5294,1.9527,-1,7.9131,13
0.5295,1.9542,5,7.9095,1
0.5297,1.9543,2,7.9065,2
0.5295,1.9543,-1,7.9065,3
0.5294,1.9543,-1,7.9065,1
0.5295,1.9533,0,7.9034,2
0.5294,1.9533,-1,7.9034,3
0.5295,1.9528,1,7.9014,4
0.5296,1.9528,2,7.8999,5
0.5297,1.9533,3,7.8990,6
0.5296,1.9533,-1,7.8990,7
0.5297,1.9539,3,7.8990,8
0.5296,1.9539,-1,7.8990,9
0.5294,1.9539,-1,7.8990,10
0.5293,1.9539,-1,7.8990,11
0.5294,1.9529,0,7.9011,12
0.5293,1.9529,-1,7.9011,13
0.5291,1.9529,-1,7.9011,1
0.5290,1.9529,-1,7.9011,2
0.5291,1.9524,1,7.8986,3
0.5293,1.9519,1,7.8966,4
0.5294,1.9509,0,7.8951,5
0.5295,1.9499,0,7.8942,6
0.5296,1.9515,5,7.8937,7
0.5295,1.9515,-1,7.8937,8
0.5293,1.9515,-1,7.8937,9
0.5292,1.9515,-1,7.8937,10
0.5293,1.9505,0,7.8953,11
0.5295,1.9500,1,7.8974,12
0.5296,1.9495,1,7.9000,13
0.5294,1.9495,-1,7.9000,14
0.5293,1.9495,-1,7.9000,15
0.5292,1.9495,-1,7.9000,16
0.5293,1.9500,3,7.8965,1
0.5294,1.9536,9,7.8935,2
0.5293,1.9536,-1,7.8935,3
0.5294,1.9526,0,7.8915,4
0.5293,1.9526,-1,7.8915,5
0.5291,1.9526,-1,7.8915,6
0.5290,1.9526,-1,7.8915,7
0.5291,1.9521,1,7.8915,8
0.5290,1.9521,-1,7.8915,9
0.5291,1.9511,0,7.8926,10
0.5289,1.9511,-1,7.8926,1
0.5291,1.9507,1,7.8896,2
0.5292,1.9527,6,7.8871,3
0.5293,1.9522,1,7.8852,4
0.5294,1.9518,1,7.8837,5
0.5293,1.9518,-1,7.8837,6
0.5294,1.9508,0,7.8832,7
0.5293,1.9508,-1,7.8832,8
0.5291,1.9508,-1,7.8832,9
0.5293,1.9533,7,7.8843,10
0.5291,1.9533,-1,7.8843,11
0.5290,1.9533,-1,7.8843,12
0.5288,1.9533,-1,7.8843,1
0.5287,1.9533,-1,7.8843,2
0.5286,1.9533,-1,7.8843,3
0.5284,1.9533,-1,7.8843,4
0.5285,1.9523,0,7.8829,5
0.5287,1.9513,0,7.8819,6
0.5285,1.9513,-1,7.8819,7
0.5284,1.9513,-1,7.8819,8
0.5285,1.9519,3,7.8825,9
0.5284,1.9519,-1,7.8825,10
0.5285,1.9509,0,7.8841,11
0.5286,1.9499,0,7.8861,12
0.5285,1.9499,-1,7.8861,13
0.5283,1.9499,-1,7.8861,14
0.5282,1.9499,-1,7.8861,15
0.5281,1.9499,-1,7.8861,16
0.5282,1.9514,5,7.8827,1
0.5280,1.9514,-1,7.8827,1
0.5282,1.9505,0,7.8797,2
0.5280,1.9505,-1,7.8797,3
0.5279,1.9505,-1,7.8797,4
0.5280,1.9520,5,7.8782,5
0.5279,1.9520,-1,7.8782,6
0.5277,1.9520,-1,7.8782,7
0.5276,1.9520,-1,7.8782,1
0.5277,1.9510,0,7.8753,2
0.5276,1.9510,-1,7.8753,3
0.5277,1.9510,2,7.8733,4
0.5276,1.9510,-1,7.8733,5
0.5274,1.9510,-1,7.8733,6
0.5273,1.9510,-1,7.8733,1
0.5271,1.9510,-1,7.8733,2
0.5273,1.9506,1,7.8708,3
0.5271,1.9506,-1,7.8708,4
0.5270,1.9506,-1,7.8708,5
0.5268,1.9506,-1,7.8708,6
0.5267,1.9506,-1,7.8708,7
0.5268,1.9501,1,7.8709,8
0.5267,1.9501,-1,7.8709,9
0.5268,1.9506,3,7.8720,10
0.5269,1.9496,0,7.8736,11
0.5271,1.9496,2,7.8756,12
0.5272,1.9487,0,7.8782,13
0.5271,1.9487,-1,7.8782,14
0.5272,1.9482,1,7.8818,15
0.5273,1.9472,0,7.8859,16
0.5274,1.9462,0,7.8905,17
0.5273,1.9462,-1,7.8905,18
0.5274,1.9468,3,7.8960,19
0.5275,1.9458,0,7.9021,20
0.5277,1.9493,9,7.9087,21
0.5278,1.9519,7,7.9052,1
0.5279,1.9519,2,7.9023,2
0.5278,1.9519,-1,7.9023,3
0.5279,1.9509,0,7.9003,4
0.5278,1.9509,-1,7.9003,5
0.5279,1.9499,0,7.8993,6
0.5280,1.9515,5,7.8989,7
0.5281,1.9515,2,7.8989,8
0.5280,1.9515,-1,7.8989,9
0.5281,1.9510,1,7.9000,10
0.5282,1.9520,4,7.8966,1
0.5281,1.9520,-1,7.8966,2
0.5282,1.9510,0,7.8941,3
0.5281,1.9510,-1,7.8941,4
0.5282,1.9511,2,7.8927,5
0.5283,1.9501,0,7.8917,6
0.5282,1.9501,-1,7.8917,7
0.5283,1.9516,5,7.8918,8
0.5285,1.9546,8,7.8923,9
0.5283,1.9546,-1,7.8923,10
0.5282,1.9546,-1,7.8923,11
0.5283,1.9537,0,7.8944,12
0.5282,1.9537,-1,7.8944,13
0.5283,1.9527,0,7.8974,14
0.5284,1.9522,1,7.9009,15
0.5285,1.9522,2,7.9050,16
0.5287,1.9523,2,7.9095,17
0.5288,1.9528,3,7.9145,18
0.5289,1.9538,4,7.9200,19
0.5290,1.9538,2,7.9166,1
0.5289,1.9538,-1,7.9166,2
0.5290,1.9529,0,7.9141,3
0.5289,1.9529,-1,7.9141,4
0.5290,1.9524,1,7.9127,5
0.5291,1.9529,3,7.9118,6
0.5292,1.9529,2,7.9113,7
0.5291,1.9529,-1,7.9113,8
0.5290,1.9529,-1,7.9113,9
0.5291,1.9520,0,7.9123,10
0.5289,1.9520,-1,7.9123,11
0.5288,1.9520,-1,7.9123,12
0.5289,1.9510,0,7.9149,13
0.5291,1.9500,0,7.9179,14
0.5289,1.9500,-1,7.9179,15
0.5288,1.9500,-1,7.9179,16
0.5286,1.9500,-1,7.9179,17
0.5288,1.9496,1,7.9228,18
0.5289,1.9486,0,7.9283,19
0.5288,1.9486,-1,7.9283,20
0.5289,1.9481,1,7.9348,21
0.5287,1.9481,-1,7.9348,22
0.5289,1.9496,5,7.9422,23
0.5290,1.9487,0,7.9501,24
0.5288,1.9487,-1,7.9501,25
0.5290,1.9512,7,7.9467,1
0.5291,1.9507,1,7.9438,2
0.5290,1.9507,-1,7.9438,3
0.5291,1.9497,0,7.9418,4
0.5292,1.9522,7,7.9404,5
0.5291,1.9522,-1,7.9404,6
0.5289,1.9522,-1,7.9404,7
0.5290,1.9517,1,7.9404,8
0.5292,1.9523,3,7.9409,9
0.5293,1.9513,0,7.9420,10
0.5292,1.9513,-1,7.9420,11
0.5293,1.9538,7,7.9440,12
0.5291,1.9538,-1,7.9440,13
0.5293,1.9528,0,7.9469,14
0.5294,1.9519,0,7.9504,15
0.5292,1.9519,-1,7.9504,1
0.5294,1.9543,7,7.9475,2
0.5295,1.9549,3,7.9450,3
0.5296,1.9549,2,7.9431,4
0.5297,1.9539,0,7.9417,5
0.5296,1.9539,-1,7.9417,6
0.5297,1.9554,5,7.9412,7
0.5296,1.9554,-1,7.9412,8
0.5297,1.9579,7,7.9417,9
0.5298,1.9569,0,7.9427,10
0.5299,1.9560,0,7.9442,11
0.5301,1.9560,2,7.9462,12
0.5302,1.9550,0,7.9487,13
0.5301,1.9550,-1,7.9487,1
0.5302,1.9541,0,7.9458,2
0.5303,1.9541,2,7.9434,3
0.5304,1.9531,0,7.9414,4
0.5305,1.9522,0,7.9400,5
0.5307,1.9527,3,7.9391,6
0.5308,1.9518,0,7.9386,7
0.5306,1.9518,-1,7.9386,8
0.5305,1.9518,-1,7.9386,9
0.5306,1.9537,6,7.9396,10
0.5307,1.9528,0,7.9411,11
0.5309,1.9528,2,7.9431,12
0.5307,1.9528,-1,7.9431,13
0.5309,1.9518,0,7.9460,14
0.5310,1.9514,1,7.9494,15
0.5308,1.9514,-1,7.9494,1
0.5310,1.9519,3,7.9466,2
0.5311,1.9509,0,7.9441,3
0.5312,1.9500,0,7.9422,4
0.5311,1.9500,-1,7.9422,5
0.5312,1.9495,1,7.9413,6
0.5310,1.9495,-1,7.9413,7
0.5312,1.9486,0,7.9413,8
0.5310,1.9486,-1,7.9413,9
0.5312,1.9476,0,7.9423,10
0.5313,1.9467,0,7.9438,11
0.5311,1.9467,-1,7.9438,12
0.5310,1.9467,-1,7.9438,13
0.5311,1.9458,0,7.9467,14
0.5310,1.9458,-1,7.9467,15
0.5308,1.9458,-1,7.9467,16
0.5310,1.9492,9,7.9511,17
0.5311,1.9482,0,7.9560,18
0.5312,1.9478,1,7.9613,19
0.5313,1.9483,3,7.9580,1
0.5315,1.9483,2,7.9551,2
0.5313,1.9483,-1,7.9551,3
0.5314,1.9488,3,7.9532,4
0.5313,1.9488,-1,7.9532,5
0.5314,1.9479,0,7.9522,6
0.5315,1.9469,0,7.9518,7
0.5317,1.9499,8,7.9518,8
0.5315,1.9499,-1,7.9518,9
0.5314,1.9499,-1,7.9518,1
0.5312,1.9499,-1,7.9518,2
0.5311,1.9499,-1,7.9518,3
0.5312,1.9489,0,7.9499,4
0.5314,1.9480,0,7.9485,5
0.5312,1.9480,-1,7.9485,6
0.5313,1.9470,0,7.9480,7
0.5312,1.9470,-1,7.9480,8
0.5313,1.9461,0,7.9485,9
0.5314,1.9490,8,7.9495,10
0.5316,1.9495,3,7.9510,11
0.5317,1.9486,0,7.9529,12
0.5318,1.9476,0,7.9553,13
0.5317,1.9476,-1,7.9553,1
0.5315,1.9476,-1,7.9553,2
0.5314,1.9476,-1,7.9553,3
0.5313,1.9476,-1,7.9553,4
0.5314,1.9472,1,7.9539,5
0.5312,1.9472,-1,7.9539,6
0.5314,1.9463,0,7.9535,7
0.5312,1.9463,-1,7.9535,8
0.5313,1.9463,2,7.9540,9
0.5312,1.9463,-1,7.9540,10
0.5313,1.9453,0,7.9554,11
0.5314,1.9444,0,7.9574,12
0.5313,1.9444,-1,7.9574,13
0.5314,1.9454,4,7.9602,14
0.5313,1.9454,-1,7.9602,15
0.5314,1.9459,3,7.9641,16
0.5315,1.9450,0,7.9684,17
0.5317,1.9440,0,7.9732,18
0.5318,1.9441,2,7.9699,1
0.5319,1.9431,0,7.9670,2
0.5318,1.9431,-1,7.9670,3
0.5316,1.9431,-1,7.9670,4
0.5315,1.9431,-1,7.9670,5
0.5314,1.9431,-1,7.9670,6
0.5315,1.9432,2,7.9666,7
0.5313,1.9432,-1,7.9666,8
0.5315,1.9432,2,7.9671,9
0.5316,1.9447,5,7.9680,10
0.5317,1.9442,1,7.9695,11
0.5316,1.9442,-1,7.9695,12
0.5314,1.9442,-1,7.9695,1
0.5313,1.9442,-1,7.9695,2
0.5312,1.9442,-1,7.9695,3
0.5310,1.9442,-1,7.9695,4
0.5309,1.9442,-1,7.9695,1
0.5310,1.9442,2,7.9666,2
0.5311,1.9433,0,7.9643,3
0.5310,1.9433,-1,7.9643,4
0.5311,1.9452,6,7.9629,5
0.5312,1.9448,1,7.9619,6
0.5313,1.9453,3,7.9586,1
0.5315,1.9453,2,7.9558,2
0.5313,1.9453,-1,7.9558,3
0.5314,1.9482,8,7.9539,4
0.5316,1.9473,0,7.9525,5
0.5317,1.9463,0,7.9516,6
0.5315,1.9463,-1,7.9516,7
0.5314,1.9463,-1,7.9516,1
0.5315,1.9464,2,7.9487,2
0.5317,1.9454,0,7.9464,3
0.5315,1.9454,-1,7.9464,4
0.5316,1.9445,0,7.9450,5
0.5315,1.9445,-1,7.9450,6
0.5314,1.9445,-1,7.9450,7
0.5315,1.9441,1,7.9450,8
0.5314,1.9441,-1,7.9450,9
0.5315,1.9432,0,7.9460,10
0.5316,1.9465,9,7.9474,11
0.5317,1.9460,1,7.9494,12
0.5316,1.9460,-1,7.9494,13
0.5314,1.9460,-1,7.9494,14
0.5316,1.9489,8,7.9527,15
0.5317,1.9494,3,7.9565,16
0.5318,1.9485,0,7.9608,17
0.5319,1.9480,1,7.9655,18
0.5320,1.9490,4,7.9707,19
0.5321,1.9481,0,7.9764,20
0.5323,1.9486,3,7.9825,21
0.5321,1.9486,-1,7.9825,22
0.5322,1.9477,0,7.9896,23
0.5321,1.9477,-1,7.9896,1
0.5322,1.9467,0,7.9868,2
0.5323,1.9468,2,7.9845,3
0.5322,1.9468,-1,7.9845,4
0.5323,1.9459,0,7.9831,5
0.5322,1.9459,-1,7.9831,6
0.5321,1.9459,-1,7.9831,1
0.5322,1.9464,3,7.9802,2
0.5320,1.9464,-1,7.9802,3
0.5319,1.9464,-1,7.9802,4
0.5318,1.9464,-1,7.9802,1
0.5316,1.9464,-1,7.9802,2
0.5318,1.9454,0,7.9779,3
0.5316,1.9454,-1,7.9779,4
0.5317,1.9450,1,7.9765,5
0.5316,1.9450,-1,7.9765,6
0.5315,1.9450,-1,7.9765,7
0.5314,1.9450,-1,7.9765,8
0.5315,1.9441,0,7.9770,9
0.5313,1.9441,-1,7.9770,10
0.5312,1.9441,-1,7.9770,1
0.5311,1.9441,-1,7.9770,2
0.5312,1.9436,1,7.9746,3
0.5313,1.9432,1,7.9728,4
0.5312,1.9432,-1,7.9728,1
0.5310,1.9432,-1,7.9728,2
0.5309,1.9432,-1,7.9728,3
0.5308,1.9432,-1,7.9728,4
0.5309,1.9423,0,7.9714,5
0.5310,1.9414,0,7.9705,6
0.5309,1.9414,-1,7.9705,7
0.5307,1.9414,-1,7.9705,8
0.5309,1.9419,3,7.9709,9
0.5307,1.9419,-1,7.9709,10
0.5308,1.9410,0,7.9724,11
0.5310,1.9400,0,7.9742,12
0.5308,1.9400,-1,7.9742,13
0.5307,1.9400,-1,7.9742,14
0.5306,1.9400,-1,7.9742,15
0.5304,1.9400,-1,7.9742,16
0.5306,1.9415,5,7.9710,1
0.5304,1.9415,-1,7.9710,1
0.5303,1.9415,-1,7.9710,2
0.5302,1.9415,-1,7.9710,3
0.5303,1.9438,7,7.9691,4
0.5301,1.9438,-1,7.9691,1
0.5300,1.9438,-1,7.9691,2
0.5301,1.9453,5,7.9668,3
0.5302,1.9444,0,7.9649,4
0.5304,1.9477,9,7.9636,5
0.5305,1.9468,0,7.9626,6
0.5303,1.9468,-1,7.9626,7
0.5305,1.9463,1,7.9627,8
0.5306,1.9482,6,7.9631,9
0.5304,1.9482,-1,7.9631,10
0.5303,1.9482,-1,7.9631,1
0.5302,1.9482,-1,7.9631,2
0.5301,1.9482,-1,7.9631,3
0.5302,1.9473,0,7.9613,4
0.5300,1.9473,-1,7.9613,5
0.5302,1.9464,0,7.9604,6
0.5300,1.9464,-1,7.9604,7
0.5301,1.9464,2,7.9571,1
0.5300,1.9464,-1,7.9571,2
0.5301,1.9474,4,7.9548,3
0.5300,1.9474,-1,7.9548,1
0.5299,1.9474,-1,7.9548,2
0.5297,1.9474,-1,7.9548,3
0.5298,1.9488,5,7.9530,4
0.5297,1.9488,-1,7.9530,5
0.5296,1.9488,-1,7.9530,6
0.5295,1.9488,-1,7.9530,7
0.5296,1.9497,4,7.9530,8
0.5297,1.9488,0,7.9535,9
0.5296,1.9488,-1,7.9535,10
0.5294,1.9488,-1,7.9535,11
0.5293,1.9488,-1,7.9535,12
0.5294,1.9484,1,7.9503,1
0.5295,1.9493,4,7.9475,2
0.5294,1.9493,-1,7.9475,3
0.5293,1.9493,-1,7.9475,1
0.5291,1.9493,-1,7.9475,2
0.5293,1.9489,1,7.9452,3
